submission_a,submission_b,assignment_id,token_similarity,line_similarity,length_similarity,typing_speed_gap,idle_ratio_gap,paste_ratio_gap,tab_switch_gap,suspicion_gap,label,risk_level
sub_0030,sub_1029,assignment_003,0.2895,0.0741,0.9677,46,0.24,0.77,9,69,0,low
sub_0030,sub_1030,assignment_003,0.2973,0.0741,0.9452,54,0.33,0.89,13,79,0,low
sub_0031,sub_0032,assignment_003,0.3514,0.0741,0.496,7,0.08,0.03,1,17,0,low
sub_0031,sub_0033,assignment_003,0.3548,0.0833,0.75,4,0.04,0.01,1,9,0,low
sub_0031,sub_1021,assignment_003,0.275,0.069,0.4537,50,0.24,0.78,10,65,0,low
sub_0031,sub_1022,assignment_003,0.3889,0.1034,0.496,54,0.28,0.85,12,70,0,low
sub_0031,sub_1023,assignment_003,0.2857,0.037,0.5423,46,0.2,0.73,8,61,0,low
sub_0031,sub_1024,assignment_003,0.3429,0.0345,0.4397,52,0.26,0.81,11,68,0,low
sub_0031,sub_1025,assignment_003,0.4333,0.0833,0.9254,41,0.17,0.7,7,57,0,low
sub_0031,sub_1026,assignment_003,0.4333,0.0833,0.7154,49,0.22,0.76,9,63,0,low
sub_0031,sub_1027,assignment_003,0.5517,0.0769,0.6715,44,0.19,0.72,8,59,0,low
sub_0031,sub_1028,assignment_003,0.4118,0.0769,0.6643,53,0.25,0.83,11,69,0,low
sub_0031,sub_1029,assignment_003,0.3824,0.12,0.62,48,0.21,0.75,9,62,0,low
sub_0031,sub_1030,assignment_003,0.5862,0.0769,0.6348,56,0.3,0.87,13,72,0,low
sub_0032,sub_0033,assignment_003,0.2821,0.0741,0.6613,3,0.04,0.02,0,8,0,low
sub_0032,sub_1021,assignment_003,0.3409,0.2143,0.9146,43,0.32,0.81,11,82,0,low
sub_0032,sub_1022,assignment_003,0.2889,0.0606,1.0,47,0.36,0.88,13,87,0,low
sub_0032,sub_1023,assignment_003,0.359,0.1923,0.9147,39,0.28,0.76,9,78,0,low
sub_0032,sub_1024,assignment_003,0.2791,0.0312,0.8865,45,0.34,0.84,12,85,0,low
sub_0032,sub_1025,assignment_003,0.3077,0.0741,0.536,34,0.25,0.73,8,74,0,low
sub_0032,sub_1026,assignment_003,0.3784,0.0741,0.6933,42,0.3,0.79,10,80,0,low
sub_0032,sub_1027,assignment_003,0.5588,0.2917,0.7387,37,0.27,0.75,9,76,0,low
sub_0032,sub_1028,assignment_003,0.4,0.069,0.7467,46,0.33,0.86,12,86,0,low
sub_0032,sub_1029,assignment_003,0.5278,0.2917,0.8,41,0.29,0.78,10,79,0,low
sub_0032,sub_1030,assignment_003,0.3846,0.069,0.7813,49,0.38,0.9,14,89,0,low
sub_0033,sub_1021,assignment_003,0.2143,0.069,0.6049,46,0.28,0.79,11,74,0,low
sub_0033,sub_1022,assignment_003,0.25,0.0667,0.6613,50,0.32,0.86,13,79,0,low
sub_0033,sub_1023,assignment_003,0.25,0.037,0.723,42,0.24,0.74,9,70,0,low
sub_0033,sub_1024,assignment_003,0.2703,0.0345,0.5863,48,0.3,0.82,12,77,0,low
sub_0033,sub_1025,assignment_003,0.3438,0.0833,0.8105,37,0.21,0.71,8,66,0,low
sub_0033,sub_1026,assignment_003,0.3871,0.0833,0.9538,45,0.26,0.77,10,72,0,low
sub_0033,sub_1027,assignment_003,0.3235,0.0769,0.8953,40,0.23,0.73,9,68,0,low
sub_0033,sub_1028,assignment_003,0.2973,0.0769,0.8857,49,0.29,0.84,12,78,0,low
sub_0033,sub_1029,assignment_003,0.3056,0.0769,0.8267,44,0.25,0.76,10,71,0,low
sub_0033,sub_1030,assignment_003,0.2778,0.0769,0.8464,52,0.34,0.88,14,81,0,low
sub_1021,sub_1022,assignment_003,0.5128,0.0571,0.9146,4,0.04,0.07,2,5,1,low
sub_1021,sub_1023,assignment_003,0.3171,0.2222,0.8366,4,0.04,0.05,2,4,1,low
sub_1021,sub_1024,assignment_003,0.2174,0.0294,0.9693,2,0.02,0.03,1,3,1,low
sub_1021,sub_1025,assignment_003,0.2683,0.069,0.4902,9,0.07,0.08,3,8,1,low
sub_1021,sub_1026,assignment_003,0.3333,0.069,0.6341,1,0.02,0.02,1,2,1,low
sub_1021,sub_1027,assignment_003,0.3846,0.2222,0.6756,6,0.05,0.06,2,6,1,low
sub_1021,sub_1028,assignment_003,0.2955,0.1,0.6829,3,0.01,0.05,1,4,1,low
sub_1021,sub_1029,assignment_003,0.3333,0.2222,0.7317,2,0.03,0.03,1,3,1,low
sub_1021,sub_1030,assignment_003,0.3095,0.0645,0.7146,6,0.06,0.09,3,7,1,low
sub_1022,sub_1023,assignment_003,0.2326,0.0303,0.9147,8,0.08,0.12,4,9,1,low
sub_1022,sub_1024,assignment_003,0.1957,0.0286,0.8865,2,0.02,0.04,1,2,1,low
sub_1022,sub_1025,assignment_003,0.3784,0.0667,0.536,13,0.11,0.15,5,13,1,low
sub_1022,sub_1026,assignment_003,0.3077,0.0667,0.6933,5,0.06,0.09,3,7,1,low
sub_1022,sub_1027,assignment_003,0.2927,0.0625,0.7387,10,0.09,0.13,4,11,1,low
sub_1022,sub_1028,assignment_003,0.4,0.2143,0.7467,1,0.03,0.02,1,1,1,low
sub_1022,sub_1029,assignment_003,0.3415,0.0968,0.8,6,0.07,0.1,3,8,1,low
sub_1022,sub_1030,assignment_003,0.35,0.2143,0.7813,2,0.02,0.02,1,2,1,low
sub_1023,sub_1024,assignment_003,0.2821,0.0667,0.8109,6,0.06,0.08,3,7,1,low
sub_1023,sub_1025,assignment_003,0.4839,0.037,0.586,5,0.03,0.03,1,4,1,low
sub_1023,sub_1026,assignment_003,0.3143,0.037,0.758,3,0.02,0.03,1,2,1,low
sub_1023,sub_1027,assignment_003,0.4118,0.2,0.8076,2,0.01,0.01,0,2,1,low
sub_1023,sub_1028,assignment_003,0.3077,0.0345,0.8163,7,0.05,0.1,3,8,1,low
sub_1023,sub_1029,assignment_003,0.4706,0.2,0.8746,2,0.01,0.02,1,1,1,low
sub_1023,sub_1030,assignment_003,0.2895,0.0345,0.8542,10,0.1,0.14,5,11,1,low
sub_1024,sub_1025,assignment_003,0.2632,0.0345,0.4752,11,0.09,0.11,4,11,1,low
sub_1024,sub_1026,assignment_003,0.2973,0.0714,0.6147,3,0.04,0.05,2,5,1,low
sub_1024,sub_1027,assignment_003,0.3889,0.0323,0.6548,8,0.07,0.09,3,9,1,low
sub_1024,sub_1028,assignment_003,0.2326,0.0323,0.6619,1,0.01,0.02,0,1,1,low
sub_1024,sub_1029,assignment_003,0.4054,0.0323,0.7092,4,0.05,0.06,2,6,1,low
sub_1024,sub_1030,assignment_003,0.275,0.0323,0.6927,4,0.04,0.06,2,4,1,low
sub_1025,sub_1026,assignment_003,0.4194,0.0833,0.7731,8,0.05,0.06,2,6,1,low
sub_1025,sub_1027,assignment_003,0.3529,0.12,0.7256,3,0.02,0.02,1,2,1,low
sub_1025,sub_1028,assignment_003,0.3611,0.0769,0.7179,12,0.08,0.13,4,12,1,low
sub_1025,sub_1029,assignment_003,0.4545,0.0769,0.67,7,0.04,0.05,2,5,1,low
sub_1025,sub_1030,assignment_003,0.3824,0.0769,0.686,15,0.13,0.17,6,15,1,low
sub_1026,sub_1027,assignment_003,0.3529,0.0769,0.9386,5,0.03,0.04,1,4,1,low
sub_1026,sub_1028,assignment_003,0.3611,0.0769,0.9286,4,0.03,0.07,2,6,1,low
sub_1026,sub_1029,assignment_003,0.3714,0.0769,0.8667,1,0.01,0.01,0,1,1,low
sub_1026,sub_1030,assignment_003,0.5161,0.0769,0.8874,7,0.08,0.11,4,9,1,low
sub_1027,sub_1028,assignment_003,0.3784,0.0714,0.9893,9,0.06,0.11,3,10,1,low
sub_1027,sub_1029,assignment_003,0.6129,0.25,0.9233,4,0.02,0.03,1,3,1,medium
sub_1027,sub_1030,assignment_003,0.3243,0.0714,0.9454,12,0.11,0.15,5,13,1,low
sub_1028,sub_1029,assignment_003,0.3947,0.0714,0.9333,5,0.04,0.08,2,7,1,low
sub_1028,sub_1030,assignment_003,0.4444,0.3043,0.9556,3,0.05,0.04,2,3,1,low
sub_1029,sub_1030,assignment_003,0.3077,0.0714,0.9767,8,0.09,0.12,4,10,1,low
sub_0034,sub_0035,assignment_004,0.375,0.0,0.7692,5,0.07,0.01,1,6,0,low
sub_0034,sub_0036,assignment_004,0.5,0.0,0.8947,7,0.04,0.02,1,4,0,low
sub_0034,sub_0037,assignment_004,0.4091,0.0,0.991,3,0.02,0.01,0,8,0,low
sub_0034,sub_0038,assignment_004,0.44,0.125,0.8467,7,0.14,0.02,2,16,0,low
sub_0034,sub_0039,assignment_004,0.2414,0.0,0.7865,4,0.02,0.01,0,2,0,low
sub_0034,sub_0040,assignment_004,0.4583,0.0,0.9729,1,0.03,0.0,1,5,0,low
sub_0034,sub_0041,assignment_004,0.5455,0.0,0.991,4,0.09,0.01,1,12,0,low
sub_0034,sub_0042,assignment_004,0.4762,0.0,0.6833,9,0.07,0.02,1,6,0,low
sub_0034,sub_0043,assignment_004,0.3846,0.0,0.8533,1,0.01,0.0,0,3,0,low
sub_0034,sub_0044,assignment_004,0.6,0.0667,0.8416,6,0.12,0.03,2,19,0,medium
sub_0034,sub_1031,assignment_004,0.4167,0.0,0.9321,58,0.4,0.84,10,82,0,low
sub_0034,sub_1032,assignment_004,0.2692,0.0,0.7738,54,0.44,0.89,12,85,0,low
sub_0034,sub_1033,assignment_004,0.4545,0.0,0.8435,45,0.31,0.72,8,73,0,low
sub_0034,sub_1034,assignment_004,0.4091,0.0,0.877,49,0.37,0.79,9,78,0,low
sub_0034,sub_1035,assignment_004,0.48,0.1765,0.7543,61,0.46,0.91,13,87,0,low
sub_0034,sub_1036,assignment_004,0.4167,0.0625,0.9095,56,0.42,0.86,11,84,0,low
sub_0034,sub_1037,assignment_004,0.2414,0.0,0.8125,42,0.28,0.67,7,69,0,low
sub_0034,sub_1038,assignment_004,0.3704,0.0,0.7152,50,0.39,0.82,10,80,0,low
sub_0034,sub_1039,assignment_004,0.44,0.0,0.834,53,0.41,0.87,11,83,0,low
sub_0034,sub_1040,assignment_004,0.4,0.0,0.9548,57,0.45,0.9,12,86,0,low
sub_0035,sub_0036,assignment_004,0.3913,0.0,0.6883,12,0.11,0.01,2,10,0,low
sub_0035,sub_0037,assignment_004,0.3043,0.0,0.7623,2,0.05,0.02,1,2,0,low
sub_0035,sub_0038,assignment_004,0.2963,0.0,0.6513,2,0.07,0.03,1,10,0,low
sub_0035,sub_0039,assignment_004,0.3462,0.0,0.605,9,0.09,0.0,1,8,0,low
sub_0035,sub_0040,assignment_004,0.4167,0.0,0.7907,6,0.04,0.01,0,1,0,low
sub_0035,sub_0041,assignment_004,0.5,0.0,0.7763,1,0.02,0.02,0,6,0,low
sub_0035,sub_0042,assignment_004,0.5789,0.0,0.8882,14,0.14,0.01,2,12,0,low
sub_0035,sub_0043,assignment_004,0.4,0.0,0.6564,4,0.06,0.01,1,3,0,low
sub_0035,sub_0044,assignment_004,0.55,0.0,0.914,1,0.05,0.04,1,13,0,low
sub_0035,sub_1031,assignment_004,0.9412,0.5556,0.8252,63,0.33,0.85,9,76,0,high
sub_0035,sub_1032,assignment_004,0.7778,0.0909,0.9942,59,0.37,0.9,11,79,0,medium
sub_0035,sub_1033,assignment_004,0.2917,0.0,0.6489,50,0.24,0.73,7,67,0,low
sub_0035,sub_1034,assignment_004,0.3043,0.0,0.6746,54,0.3,0.8,8,72,0,low
sub_0035,sub_1035,assignment_004,0.2857,0.0,0.5802,66,0.39,0.92,12,81,0,low
sub_0035,sub_1036,assignment_004,0.375,0.0,0.6996,61,0.35,0.87,10,78,0,low
sub_0035,sub_1037,assignment_004,0.3462,0.0,0.625,47,0.21,0.68,6,63,0,low
sub_0035,sub_1038,assignment_004,0.44,0.0,0.5502,55,0.32,0.83,9,74,0,low
sub_0035,sub_1039,assignment_004,0.4,0.0,0.6415,58,0.34,0.88,10,77,0,low
sub_0035,sub_1040,assignment_004,0.4167,0.0,0.8057,62,0.38,0.91,11,80,0,low
sub_0036,sub_0037,assignment_004,0.25,0.0,0.9028,10,0.06,0.03,1,12,0,low
sub_0036,sub_0038,assignment_004,0.2963,0.0,0.9464,14,0.18,0.04,3,20,0,low
sub_0036,sub_0039,assignment_004,0.25,0.0,0.879,3,0.02,0.01,1,2,0,low
sub_0036,sub_0040,assignment_004,0.4783,0.0,0.8704,6,0.07,0.02,2,9,0,low
sub_0036,sub_0041,assignment_004,0.4348,0.0,0.8866,11,0.13,0.03,2,16,0,low
sub_0036,sub_0042,assignment_004,0.4286,0.0,0.6113,2,0.03,0.0,0,2,0,low
sub_0036,sub_0043,assignment_004,0.3462,0.0,0.9537,8,0.05,0.02,1,7,0,low
sub_0036,sub_0044,assignment_004,0.4762,0.0,0.753,13,0.16,0.05,3,23,0,low
sub_0036,sub_1031,assignment_004,0.375,0.0,0.834,51,0.44,0.86,11,86,0,low
sub_0036,sub_1032,assignment_004,0.3333,0.0,0.6923,47,0.48,0.91,13,89,0,low
sub_0036,sub_1033,assignment_004,0.24,0.0,0.9427,38,0.35,0.74,9,77,0,low
sub_0036,sub_1034,assignment_004,0.3043,0.1176,0.9802,42,0.41,0.81,10,82,0,low
sub_0036,sub_1035,assignment_004,0.2857,0.0,0.843,54,0.5,0.93,14,91,0,low
sub_0036,sub_1036,assignment_004,0.375,0.0,0.9838,49,0.46,0.88,12,88,0,low
sub_0036,sub_1037,assignment_004,0.25,0.0,0.9081,35,0.32,0.69,8,73,0,low
sub_0036,sub_1038,assignment_004,0.3333,0.0,0.7994,43,0.43,0.84,11,84,0,low
sub_0036,sub_1039,assignment_004,0.3462,0.0,0.9321,46,0.45,0.89,12,87,0,low
sub_0036,sub_1040,assignment_004,0.36,0.0,0.8543,50,0.49,0.92,13,90,0,low
sub_0037,sub_0038,assignment_004,0.2222,0.0,0.8544,4,0.12,0.01,2,8,0,low
sub_0037,sub_0039,assignment_004,0.1379,0.0,0.7936,7,0.04,0.02,0,10,0,low
sub_0037,sub_0040,assignment_004,0.2308,0.0,0.9641,4,0.01,0.01,1,3,0,low
sub_0037,sub_0041,assignment_004,0.4091,0.0,0.9821,1,0.07,0.0,1,4,0,low
sub_0037,sub_0042,assignment_004,0.3333,0.0,0.6771,12,0.09,0.03,1,14,0,low
sub_0037,sub_0043,assignment_004,0.2692,0.0,0.861,2,0.01,0.01,0,5,0,low
sub_0037,sub_0044,assignment_004,0.3182,0.0,0.8341,3,0.1,0.02,2,11,0,low
sub_0037,sub_1031,assignment_004,0.2917,0.0,0.9238,61,0.38,0.83,10,74,0,low
sub_0037,sub_1032,assignment_004,0.2,0.0,0.7668,57,0.42,0.88,12,77,0,low
sub_0037,sub_1033,assignment_004,0.9333,0.6923,0.8511,48,0.29,0.71,8,65,0,high
sub_0037,sub_1034,assignment_004,0.8667,0.1111,0.8849,52,0.35,0.78,9,70,0,high
sub_0037,sub_1035,assignment_004,0.2143,0.0,0.7611,64,0.44,0.9,13,79,0,low
sub_0037,sub_1036,assignment_004,0.1923,0.0,0.9177,59,0.4,0.85,11,76,0,low
sub_0037,sub_1037,assignment_004,0.1379,0.0,0.8199,45,0.26,0.66,7,61,0,low
sub_0037,sub_1038,assignment_004,0.2143,0.0,0.7217,53,0.37,0.81,10,72,0,low
sub_0037,sub_1039,assignment_004,0.2692,0.0,0.8415,56,0.39,0.86,11,75,0,low
sub_0037,sub_1040,assignment_004,0.28,0.0,0.9462,60,0.43,0.89,12,78,0,low
sub_0038,sub_0039,assignment_004,0.1875,0.0,0.9288,11,0.16,0.03,2,18,0,low
sub_0038,sub_0040,assignment_004,0.2759,0.0,0.8238,8,0.11,0.02,1,11,0,low
sub_0038,sub_0041,assignment_004,0.2857,0.0,0.8391,3,0.05,0.01,1,4,0,low
sub_0038,sub_0042,assignment_004,0.32,0.0,0.5785,16,0.21,0.04,3,22,0,low
sub_0038,sub_0043,assignment_004,0.3571,0.0,0.9923,6,0.13,0.02,2,13,0,low
sub_0038,sub_0044,assignment_004,0.36,0.0667,0.7126,1,0.02,0.01,0,3,0,low
sub_0038,sub_1031,assignment_004,0.2857,0.0,0.7893,65,0.26,0.82,8,66,0,low
sub_0038,sub_1032,assignment_004,0.2069,0.0,0.6552,61,0.3,0.87,10,69,0,low
sub_0038,sub_1033,assignment_004,0.2143,0.0,0.9962,52,0.17,0.7,6,57,0,low
sub_0038,sub_1034,assignment_004,0.2222,0.0,0.9655,56,0.23,0.77,7,62,0,low
sub_0038,sub_1035,assignment_004,0.8571,0.4286,0.8908,68,0.32,0.89,11,71,0,high
sub_0038,sub_1036,assignment_004,0.6364,0.3077,0.931,63,0.28,0.84,9,68,0,medium
sub_0038,sub_1037,assignment_004,0.1875,0.0,0.9596,49,0.14,0.65,5,53,0,low
sub_0038,sub_1038,assignment_004,0.2581,0.0,0.8447,57,0.25,0.8,8,64,0,low
sub_0038,sub_1039,assignment_004,0.3571,0.0,0.9849,60,0.27,0.85,9,67,0,low
sub_0038,sub_1040,assignment_004,0.3704,0.0,0.8084,64,0.31,0.88,10,70,0,low
sub_0039,sub_0040,assignment_004,0.2333,0.0,0.7651,3,0.05,0.01,1,7,0,low
sub_0039,sub_0041,assignment_004,0.2414,0.0,0.7794,8,0.11,0.02,1,14,0,low
sub_0039,sub_0042,assignment_004,0.32,0.0,0.5374,5,0.05,0.01,1,4,0,low
sub_0039,sub_0043,assignment_004,0.2258,0.0,0.9217,5,0.03,0.01,0,5,0,low
sub_0039,sub_0044,assignment_004,0.3077,0.0,0.6619,10,0.14,0.04,2,21,0,low
sub_0039,sub_1031,assignment_004,0.3333,0.0,0.7331,54,0.42,0.85,10,84,0,low
sub_0039,sub_1032,assignment_004,0.3462,0.0,0.6085,50,0.46,0.9,12,87,0,low
sub_0039,sub_1033,assignment_004,0.1333,0.0,0.9324,41,0.33,0.73,8,75,0,low
sub_0039,sub_1034,assignment_004,0.1379,0.0,0.8968,45,0.39,0.8,9,80,0,low
sub_0039,sub_1035,assignment_004,0.1818,0.0,0.959,57,0.48,0.92,13,89,0,low
sub_0039,sub_1036,assignment_004,0.2,0.0,0.8648,52,0.44,0.87,11,86,0,low
sub_0039,sub_1037,assignment_004,0.9,0.5385,0.968,38,0.3,0.68,7,71,0,high
sub_0039,sub_1038,assignment_004,0.7727,0.375,0.9094,46,0.41,0.83,10,82,0,medium
sub_0039,sub_1039,assignment_004,0.2258,0.0,0.9431,49,0.43,0.88,11,85,0,low
sub_0039,sub_1040,assignment_004,0.2333,0.0,0.7509,53,0.47,0.91,12,88,0,low
sub_0040,sub_0041,assignment_004,0.4,0.0,0.9817,5,0.06,0.01,0,7,0,low
sub_0040,sub_0042,assignment_004,0.3913,0.0,0.7023,8,0.1,0.02,2,11,0,low
sub_0040,sub_0043,assignment_004,0.3214,0.0,0.8301,2,0.02,0.0,1,2,0,low
sub_0040,sub_0044,assignment_004,0.5,0.0,0.8651,7,0.09,0.03,1,14,0,low
sub_0040,sub_1031,assignment_004,0.4583,0.0,0.9581,57,0.37,0.84,9,77,0,low
sub_0040,sub_1032,assignment_004,0.3077,0.0,0.7953,53,0.41,0.89,11,80,0,low
sub_0040,sub_1033,assignment_004,0.2692,0.0,0.8206,44,0.28,0.72,7,68,0,low
sub_0040,sub_1034,assignment_004,0.2308,0.0,0.8532,48,0.34,0.79,8,73,0,low
sub_0040,sub_1035,assignment_004,0.3103,0.0,0.7338,60,0.43,0.91,12,82,0,low
sub_0040,sub_1036,assignment_004,0.2963,0.0,0.8848,55,0.39,0.86,10,79,0,low
sub_0040,sub_1037,assignment_004,0.2333,0.0,0.7904,41,0.25,0.67,6,64,0,low
sub_0040,sub_1038,assignment_004,0.3571,0.0,0.6958,49,0.36,0.82,9,75,0,low
sub_0040,sub_1039,assignment_004,0.3704,0.0,0.8113,52,0.38,0.87,10,78,0,low
sub_0040,sub_1040,assignment_004,0.3333,0.0,0.9814,56,0.42,0.9,11,81,0,low
sub_0041,sub_0042,assignment_004,0.4762,0.0,0.6895,13,0.16,0.03,2,18,0,low
sub_0041,sub_0043,assignment_004,0.3333,0.0,0.8456,3,0.08,0.01,1,9,0,low
sub_0041,sub_0044,assignment_004,0.5238,0.0,0.8493,2,0.03,0.02,1,7,0,low
sub_0041,sub_1031,assignment_004,0.4783,0.0,0.9406,62,0.31,0.83,9,70,0,low
sub_0041,sub_1032,assignment_004,0.375,0.0,0.7808,58,0.35,0.88,11,73,0,low
sub_0041,sub_1033,assignment_004,0.3913,0.0,0.8359,49,0.22,0.71,7,61,0,low
sub_0041,sub_1034,assignment_004,0.4091,0.0,0.869,53,0.28,0.78,8,66,0,low
sub_0041,sub_1035,assignment_004,0.2759,0.0,0.7474,65,0.37,0.9,12,75,0,low
sub_0041,sub_1036,assignment_004,0.3077,0.0,0.9012,60,0.33,0.85,10,72,0,low
sub_0041,sub_1037,assignment_004,0.2414,0.0,0.8051,46,0.19,0.66,6,57,0,low
sub_0041,sub_1038,assignment_004,0.3214,0.0,0.7087,54,0.3,0.81,9,68,0,low
sub_0041,sub_1039,assignment_004,0.3333,0.0,0.8264,57,0.32,0.86,10,71,0,low
sub_0041,sub_1040,assignment_004,0.4,0.0667,0.9635,61,0.36,0.89,11,74,0,low
sub_0042,sub_0043,assignment_004,0.375,0.0,0.583,10,0.08,0.02,1,9,0,low
sub_0042,sub_0044,assignment_004,0.5263,0.0,0.8118,15,0.19,0.05,3,25,0,low
sub_0042,sub_1031,assignment_004,0.55,0.0,0.733,49,0.47,0.86,11,88,0,low
sub_0042,sub_1032,assignment_004,0.4286,0.0,0.883,45,0.51,0.91,13,91,0,low
sub_0042,sub_1033,assignment_004,0.3182,0.0,0.5763,36,0.38,0.74,9,79,0,low
sub_0042,sub_1034,assignment_004,0.3333,0.0,0.5992,40,0.44,0.81,10,84,0,low
sub_0042,sub_1035,assignment_004,0.3077,0.0,0.5154,52,0.53,0.93,14,93,0,low
sub_0042,sub_1036,assignment_004,0.3478,0.0,0.6214,47,0.49,0.88,12,90,0,low
sub_0042,sub_1037,assignment_004,0.32,0.0,0.5551,33,0.35,0.69,8,75,0,low
sub_0042,sub_1038,assignment_004,0.4167,0.0,0.4887,41,0.46,0.84,11,86,0,low
sub_0042,sub_1039,assignment_004,0.375,0.0,0.5698,44,0.48,0.89,12,89,0,low
sub_0042,sub_1040,assignment_004,0.3913,0.0,0.7156,48,0.52,0.92,13,92,0,low
sub_0043,sub_0044,assignment_004,0.36,0.0,0.7181,5,0.11,0.03,2,16,0,low
sub_0043,sub_1031,assignment_004,0.3846,0.0,0.7954,59,0.39,0.84,10,79,0,low
sub_0043,sub_1032,assignment_004,0.2963,0.0,0.6602,55,0.43,0.89,12,82,0,low
sub_0043,sub_1033,assignment_004,0.2593,0.0,0.9885,46,0.3,0.72,8,70,0,low
sub_0043,sub_1034,assignment_004,0.2692,0.0,0.973,50,0.36,0.79,9,75,0,low
sub_0043,sub_1035,assignment_004,0.3448,0.0,0.884,62,0.45,0.91,13,84,0,low
sub_0043,sub_1036,assignment_004,0.3846,0.0,0.9382,57,0.41,0.86,11,81,0,low
sub_0043,sub_1037,assignment_004,0.2258,0.0,0.9522,43,0.27,0.67,7,66,0,low
sub_0043,sub_1038,assignment_004,0.3,0.0,0.8382,51,0.38,0.82,10,77,0,low
sub_0043,sub_1039,assignment_004,0.9,0.6667,0.9774,54,0.4,0.87,11,80,0,high
sub_0043,sub_1040,assignment_004,0.85,0.2,0.8147,58,0.44,0.9,12,83,0,high
sub_0044,sub_1031,assignment_004,0.5238,0.0,0.9029,64,0.28,0.81,8,63,0,low
sub_0044,sub_1032,assignment_004,0.4091,0.0,0.9194,60,0.32,0.86,10,66,0,low
sub_0044,sub_1033,assignment_004,0.3043,0.0,0.7099,51,0.19,0.69,6,54,0,low
sub_0044,sub_1034,assignment_004,0.3182,0.0,0.7381,55,0.25,0.76,7,59,0,low
sub_0044,sub_1035,assignment_004,0.3462,0.0588,0.6348,67,0.34,0.88,11,68,0,low
sub_0044,sub_1036,assignment_004,0.3913,0.0,0.7654,62,0.3,0.83,9,65,0,low
sub_0044,sub_1037,assignment_004,0.3077,0.0,0.6838,48,0.16,0.64,5,50,0,low
sub_0044,sub_1038,assignment_004,0.4,0.0,0.6019,56,0.27,0.79,8,61,0,low
sub_0044,sub_1039,assignment_004,0.36,0.0,0.7019,59,0.29,0.84,9,64,0,low
sub_0044,sub_1040,assignment_004,0.375,0.0,0.8815,63,0.33,0.87,10,67,0,low
sub_1031,sub_1032,assignment_004,0.7368,0.0769,0.8301,4,0.04,0.05,2,3,1,medium
sub_1031,sub_1033,assignment_004,0.3333,0.0,0.7863,13,0.09,0.12,2,9,1,low
sub_1031,sub_1034,assignment_004,0.2917,0.0,0.8175,9,0.03,0.05,1,4,1,low
sub_1031,sub_1035,assignment_004,0.3214,0.0,0.7031,3,0.06,0.07,3,5,1,low
sub_1031,sub_1036,assignment_004,0.36,0.0,0.8477,2,0.02,0.02,1,2,1,low
sub_1031,sub_1037,assignment_004,0.3333,0.0,0.7574,16,0.12,0.17,3,13,1,low
sub_1031,sub_1038,assignment_004,0.48,0.0,0.6667,8,0.01,0.02,0,2,1,low
sub_1031,sub_1039,assignment_004,0.44,0.0,0.7774,5,0.01,0.03,1,1,1,low
sub_1031,sub_1040,assignment_004,0.4,0.0,0.9763,1,0.05,0.06,2,4,1,low
sub_1032,sub_1033,assignment_004,0.1923,0.0,0.6527,9,0.13,0.17,4,12,1,low
sub_1032,sub_1034,assignment_004,0.2,0.0,0.6786,5,0.07,0.1,3,7,1,low
sub_1032,sub_1035,assignment_004,0.2,0.0,0.5836,7,0.02,0.02,1,2,1,low
sub_1032,sub_1036,assignment_004,0.2692,0.0,0.7037,2,0.02,0.03,1,1,1,low
sub_1032,sub_1037,assignment_004,0.3462,0.0,0.6287,12,0.16,0.22,5,16,1,low
sub_1032,sub_1038,assignment_004,0.3333,0.0,0.5534,4,0.05,0.07,2,5,1,low
sub_1032,sub_1039,assignment_004,0.2963,0.0,0.6453,1,0.03,0.02,1,2,1,low
sub_1032,sub_1040,assignment_004,0.3077,0.0,0.8104,3,0.01,0.01,0,1,1,low
sub_1033,sub_1034,assignment_004,0.8125,0.1,0.9618,4,0.06,0.07,1,5,1,medium
sub_1033,sub_1035,assignment_004,0.25,0.0,0.8942,16,0.15,0.19,5,14,1,low
sub_1033,sub_1036,assignment_004,0.1852,0.0,0.9275,11,0.11,0.14,3,11,1,low
sub_1033,sub_1037,assignment_004,0.1333,0.0,0.9632,3,0.03,0.05,1,4,1,low
sub_1033,sub_1038,assignment_004,0.25,0.0,0.8479,5,0.08,0.1,2,7,1,low
sub_1033,sub_1039,assignment_004,0.3077,0.0,0.9887,8,0.1,0.15,3,10,1,low
sub_1033,sub_1040,assignment_004,0.2692,0.0,0.8053,12,0.14,0.18,4,13,1,low
sub_1034,sub_1035,assignment_004,0.2143,0.0,0.8601,12,0.09,0.12,4,9,1,low
sub_1034,sub_1036,assignment_004,0.1923,0.0,0.9643,7,0.05,0.07,2,6,1,low
sub_1034,sub_1037,assignment_004,0.1379,0.0,0.9265,7,0.09,0.12,2,9,1,low
sub_1034,sub_1038,assignment_004,0.2143,0.0,0.8155,1,0.02,0.03,1,2,1,low
sub_1034,sub_1039,assignment_004,0.2692,0.0,0.9509,4,0.04,0.08,2,5,1,low
sub_1034,sub_1040,assignment_004,0.28,0.0,0.8373,8,0.08,0.11,3,8,1,low
sub_1035,sub_1036,assignment_004,0.6087,0.1875,0.8294,5,0.04,0.05,2,3,1,medium
sub_1035,sub_1037,assignment_004,0.1818,0.0,0.9283,19,0.18,0.24,6,18,1,low
sub_1035,sub_1038,assignment_004,0.2903,0.0,0.9482,11,0.07,0.09,3,7,1,low
